PERIODO,TERRITORIO,PATOLOGIA,MASCHI,FEMMINE
2009-2017,84028,Cadute accidentali,7,6
2009-2017,84028,Suicidio e autolesione intenzionale,8,5
2009-2017,84028,"Omicidio, aggressione",2,0
2009-2017,84029,Malattie infettive e parassitarie,0,1
2009-2017,84029,Tumore,103,84
2009-2017,84029,Tumori maligni,101,83
2009-2017,84029,"Tumori maligni delle labbra, cavità orale e faringe",6,0
2009-2017,84029,Tumori maligni dell'esofago,1,1
2009-2017,84029,Tumori maligni dello stomaco,8,2
2009-2017,84029,Tumori maligni del colon,13,11
2009-2017,84029,Tumori maligni del retto e dell'ano,2,2
2009-2017,84029,Tumori maligni del fegato e dei dotti biliari intraepatici,3,8
2009-2017,84029,Tumori maligni del pancreas,6,7
2009-2017,84029,Tumori maligni della laringe e della trachea/bronchi/polm.,29,16
2009-2017,84029,Tumori maligni della cute,2,0
2009-2017,84029,Tumori maligni del seno,0,13
2009-2017,84029,Tumori maligni di altre parti dell'utero,0,4
2009-2017,84029,Tumori maligni dell'ovaio,0,4
2009-2017,84029,Tumori maligni della prostata,7,0
2009-2017,84029,Tumori maligni della vescica,7,0
2009-2017,84029,Tumori maligni del tessuto linfatico/ematopoietico,8,4
2009-2017,84029,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,0,3
2009-2017,84029,"Malattie endocrine, nutrizionali e metaboliche",12,29
2009-2017,84029,Diabete mellito,12,29
2009-2017,84029,Disturbi psichici e comportamentali,3,8
2009-2017,84029,Abuso di alcool (compresa psicosi alcolica),1,0
2009-2017,84029,Malattie del sistema nervoso e degli organi di senso,11,9
2009-2017,84029,Malattie del sistema circolatorio,139,189
2009-2017,84029,Malattie ischemiche del cuore,46,36
2009-2017,84029,Altre malattie del cuore,22,35
2009-2017,84029,Malattie cerebrovascolari,39,81
2009-2017,84029,Malattie del sistema respiratorio,47,24
2009-2017,84029,Influenza,0,1
2009-2017,84029,Polmonite,4,1
2009-2017,84029,Malattie croniche delle basse vie respiratorie,29,15
2009-2017,84029,Malattie dell'apparato digerente,10,12
2009-2017,84029,"Ulcera dello stomaco, duodeno e digiuno",0,1
2009-2017,84029,Malattie epatiche croniche,5,6
2009-2017,84029,Malattie del sistema genitourinario,6,6
2009-2017,84029,Malattie del rene e dell'uretere,6,6
2009-2017,84029,Alcune condizioni che hanno origine nel periodo perinatale,1,0
2009-2017,84029,Malformazioni congenite e anormalità cromosomiche,1,0
2009-2017,84029,Malformazioni congenite del sistema nervoso,1,0
2009-2017,84029,"Sintomi, segni, risultati anomali e cause mal definite",11,15
2009-2017,84029,Cause esterne di traumatismo e avvelenamento,12,2
2009-2017,84029,Accidenti,5,2
2009-2017,84029,Accidenti di trasporto,2,0
2009-2017,84029,Cadute accidentali,2,2
2009-2017,84029,Suicidio e autolesione intenzionale,7,0
2009-2017,84030,Malattie infettive e parassitarie,2,1
2009-2017,84030,Tumore,170,110
2009-2017,84030,Tumori maligni,168,106
2009-2017,84030,"Tumori maligni delle labbra, cavità orale e faringe",4,2
2009-2017,84030,Tumori maligni dell'esofago,1,1
2009-2017,84030,Tumori maligni dello stomaco,13,14
2009-2017,84030,Tumori maligni del colon,18,20
2009-2017,84030,Tumori maligni del retto e dell'ano,2,0
2009-2017,84030,Tumori maligni del fegato e dei dotti biliari intraepatici,12,4
2009-2017,84030,Tumori maligni del pancreas,10,2
2009-2017,84030,Tumori maligni della laringe e della trachea/bronchi/polm.,45,8
2009-2017,84030,Tumori maligni della cute,1,0
2009-2017,84030,Tumori maligni del seno,0,20
2009-2017,84030,Tumori maligni di altre parti dell'utero,0,6
2009-2017,84030,Tumori maligni dell'ovaio,0,2
2009-2017,84030,Tumori maligni della prostata,14,0
2009-2017,84030,Tumori maligni del rene,1,1
2009-2017,84030,Tumori maligni della vescica,9,3
2009-2017,84030,Tumori maligni del tessuto linfatico/ematopoietico,11,6
2009-2017,84030,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,3
2009-2017,84030,"Malattie endocrine, nutrizionali e metaboliche",37,52
2009-2017,84030,Diabete mellito,34,47
2009-2017,84030,Disturbi psichici e comportamentali,9,16
2009-2017,84030,Malattie del sistema nervoso e degli organi di senso,25,23
2009-2017,84030,Malattie del sistema circolatorio,213,260
2009-2017,84030,Malattie ischemiche del cuore,58,49
2009-2017,84030,Altre malattie del cuore,52,48
2009-2017,84030,Malattie cerebrovascolari,53,109
2009-2017,84030,Malattie del sistema respiratorio,41,31
2009-2017,84030,Polmonite,2,2
2009-2017,84030,Malattie croniche delle basse vie respiratorie,29,21
2009-2017,84030,Asma,1,2
2009-2017,84030,Malattie dell'apparato digerente,17,25
2009-2017,84030,Malattie epatiche croniche,13,17
2009-2017,84030,Malattie del sistema osteomuscolare e del tessuto connettivo,3,9
2009-2017,84030,Artrite reumatoide e osteoartrite,2,4
2009-2017,84030,Malattie del sistema genitourinario,19,10
2009-2017,84030,Malattie del rene e dell'uretere,17,10
2009-2017,84030,Alcune condizioni che hanno origine nel periodo perinatale,1,2
2009-2017,84030,Malformazioni congenite e anormalità cromosomiche,2,2
2009-2017,84030,Malformazioni congenite del sistema circolatorio,0,1
2009-2017,84030,"Sintomi, segni, risultati anomali e cause mal definite",18,24
2009-2017,84030,Cause esterne di traumatismo e avvelenamento,15,8
2009-2017,84030,Accidenti,10,8
2009-2017,84030,Accidenti di trasporto,4,0
2009-2017,84030,Cadute accidentali,2,8
2009-2017,84030,Suicidio e autolesione intenzionale,3,0
2009-2017,84030,"Omicidio, aggressione",1,0
2009-2017,84030,Eventi di intento indeterminato,1,0
2009-2017,84031,Malattie infettive e parassitarie,2,3
2009-2017,84031,Epatite virale,1,3
2009-2017,84031,Tumore,154,115
2009-2017,84031,Tumori maligni,153,113
2009-2017,84031,"Tumori maligni delle labbra, cavità orale e faringe",3,1
2009-2017,84031,Tumori maligni dell'esofago,1,0
2009-2017,84031,Tumori maligni dello stomaco,8,5
2009-2017,84031,Tumori maligni del colon,15,14
2009-2017,84031,Tumori maligni del retto e dell'ano,2,3
2009-2017,84031,Tumori maligni del fegato e dei dotti biliari intraepatici,25,11
2009-2017,84031,Tumori maligni del pancreas,4,12
2009-2017,84031,Tumori maligni della laringe e della trachea/bronchi/polm.,36,7
2009-2017,84031,Tumori maligni della cute,1,1
2009-2017,84031,Tumori maligni del seno,0,21
2009-2017,84031,Tumori maligni di altre parti dell'utero,0,5
2009-2017,84031,Tumori maligni dell'ovaio,0,4
2009-2017,84031,Tumori maligni della prostata,12,0
2009-2017,84031,Tumori maligni del rene,1,1
2009-2017,84031,Tumori maligni della vescica,12,1
2009-2017,84031,Tumori maligni del tessuto linfatico/ematopoietico,10,3
2009-2017,84031,"Malattie endocrine, nutrizionali e metaboliche",48,45
2009-2017,84031,Diabete mellito,47,44
2009-2017,84031,Disturbi psichici e comportamentali,5,7
2009-2017,84031,Abuso di alcool (compresa psicosi alcolica),0,1
2009-2017,84031,Malattie del sistema nervoso e degli organi di senso,16,13
2009-2017,84031,Malattie del sistema circolatorio,220,264
2009-2017,84031,Malattie ischemiche del cuore,84,67
2009-2017,84031,Altre malattie del cuore,32,52
2009-2017,84031,Malattie cerebrovascolari,75,95
2009-2017,84031,Malattie del sistema respiratorio,22,10
2009-2017,84031,Influenza,1,0
2009-2017,84031,Polmonite,2,0
2009-2017,84031,Malattie croniche delle basse vie respiratorie,14,7
2009-2017,84031,Malattie dell'apparato digerente,35,38
2009-2017,84031,"Ulcera dello stomaco, duodeno e digiuno",0,1
2009-2017,84031,Malattie epatiche croniche,27,30
2009-2017,84031,Malattie della pelle e del tessuto sottocutaneo,3,0
2009-2017,84031,Malattie del sistema osteomuscolare e del tessuto connettivo,0,4
2009-2017,84031,Artrite reumatoide e osteoartrite,0,1
2009-2017,84031,Malattie del sistema genitourinario,11,12
2009-2017,84031,Malattie del rene e dell'uretere,11,12
2009-2017,84031,Alcune condizioni che hanno origine nel periodo perinatale,1,1
2009-2017,84031,Malformazioni congenite e anormalità cromosomiche,1,1
2009-2017,84031,Malformazioni congenite del sistema nervoso,1,0
2009-2017,84031,"Sintomi, segni, risultati anomali e cause mal definite",6,4
2009-2017,84031,Cause esterne di traumatismo e avvelenamento,18,8
2009-2017,84031,Accidenti,10,7
2009-2017,84031,Accidenti di trasporto,4,2
2009-2017,84031,Cadute accidentali,4,4
2009-2017,84031,Suicidio e autolesione intenzionale,8,1
2009-2017,84032,Malattie infettive e parassitarie,0,2
2009-2017,84032,Tumore,55,34
2009-2017,84032,Tumori maligni,54,34
2009-2017,84032,"Tumori maligni delle labbra, cavità orale e faringe",2,0
2009-2017,84032,Tumori maligni dello stomaco,1,2
2009-2017,84032,Tumori maligni del colon,5,3
2009-2017,84032,Tumori maligni del retto e dell'ano,1,1
2009-2017,84032,Tumori maligni del fegato e dei dotti biliari intraepatici,0,3
2009-2017,84032,Tumori maligni del pancreas,3,3
2009-2017,84032,Tumori maligni della laringe e della trachea/bronchi/polm.,19,2
2009-2017,84032,Tumori maligni della cute,2,0
2009-2017,84032,Tumori maligni del seno,0,3
2009-2017,84032,Tumori maligni di altre parti dell'utero,0,1
2009-2017,84032,Tumori maligni dell'ovaio,0,2
2009-2017,84032,Tumori maligni della prostata,6,0
2009-2017,84032,Tumori maligni della vescica,4,1
2009-2017,84032,Tumori maligni del tessuto linfatico/ematopoietico,5,5
2009-2017,84032,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,0
2009-2017,84032,"Malattie endocrine, nutrizionali e metaboliche",16,21
2009-2017,84032,Diabete mellito,15,21
2009-2017,84032,Disturbi psichici e comportamentali,6,7
2009-2017,84032,Malattie del sistema nervoso e degli organi di senso,9,9
2009-2017,84032,Malattie del sistema circolatorio,52,102
2009-2017,84032,Malattie ischemiche del cuore,21,21
2009-2017,84032,Altre malattie del cuore,6,12
2009-2017,84032,Malattie cerebrovascolari,10,34
2009-2017,84032,Malattie del sistema respiratorio,16,9
2009-2017,84032,Polmonite,1,4
2009-2017,84032,Malattie croniche delle basse vie respiratorie,12,2
2009-2017,84032,Malattie dell'apparato digerente,4,4
2009-2017,84032,"Ulcera dello stomaco, duodeno e digiuno",1,0
2009-2017,84032,Malattie epatiche croniche,2,2
2009-2017,84032,Malattie del sistema osteomuscolare e del tessuto connettivo,0,1
2009-2017,84032,Malattie del sistema genitourinario,7,7
2009-2017,84032,Malattie del rene e dell'uretere,7,7
2009-2017,84032,"Complicazioni della gravidanza, del parto e del puerperio",1,0
2009-2017,84032,Malformazioni congenite e anormalità cromosomiche,1,0
2009-2017,84032,"Sintomi, segni, risultati anomali e cause mal definite",5,6
2009-2017,84032,Cause esterne di traumatismo e avvelenamento,6,3
2009-2017,84032,Accidenti,3,1
2009-2017,84032,Accidenti di trasporto,1,0
2009-2017,84032,Cadute accidentali,1,0
2009-2017,84032,Suicidio e autolesione intenzionale,3,2
2009-2017,84033,Malattie infettive e parassitarie,5,0
2009-2017,84033,Tubercolosi,1,0
2009-2017,84033,Epatite virale,1,0
2009-2017,84033,Tumore,307,200
2009-2017,84033,Tumori maligni,304,197
2009-2017,84033,"Tumori maligni delle labbra, cavità orale e faringe",11,1
2009-2017,84033,Tumori maligni dell'esofago,1,1
2009-2017,84033,Tumori maligni dello stomaco,11,5
2009-2017,84033,Tumori maligni del colon,37,31
2009-2017,84033,Tumori maligni del retto e dell'ano,7,2
2009-2017,84033,Tumori maligni del fegato e dei dotti biliari intraepatici,12,14
2009-2017,84033,Tumori maligni del pancreas,9,9
2009-2017,84033,Tumori maligni della laringe e della trachea/bronchi/polm.,65,22
2009-2017,84033,Tumori maligni della cute,5,1
2009-2017,84033,Tumori maligni del seno,2,44
2009-2017,84033,Tumori maligni di altre parti dell'utero,0,15
2009-2017,84033,Tumori maligni dell'ovaio,0,3
2009-2017,84033,Tumori maligni della prostata,43,0
2009-2017,84033,Tumori maligni del rene,4,2
2009-2017,84033,Tumori maligni della vescica,25,2
2009-2017,84033,Tumori maligni del tessuto linfatico/ematopoietico,30,19
2009-2017,84033,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,3
2009-2017,84033,"Malattie endocrine, nutrizionali e metaboliche",82,75
2009-2017,84033,Diabete mellito,80,73
2009-2017,84033,Disturbi psichici e comportamentali,40,46
2009-2017,84033,Abuso di alcool (compresa psicosi alcolica),1,1
2009-2017,84033,Malattie del sistema nervoso e degli organi di senso,34,32
2009-2017,84033,Malattie del sistema circolatorio,400,437
2009-2017,84033,Malattie ischemiche del cuore,155,138
2009-2017,84033,Altre malattie del cuore,61,49
2009-2017,84033,Malattie cerebrovascolari,97,108
2009-2017,84033,Malattie del sistema respiratorio,47,22
2009-2017,84033,Influenza,0,1
2009-2017,84033,Polmonite,3,1
2009-2017,84033,Malattie croniche delle basse vie respiratorie,35,12
2009-2017,84033,Asma,1,2
2009-2017,84033,Malattie dell'apparato digerente,19,22
2009-2017,84033,"Ulcera dello stomaco, duodeno e digiuno",1,1
2009-2017,84033,Malattie epatiche croniche,7,8
2009-2017,84033,Malattie della pelle e del tessuto sottocutaneo,1,0
2009-2017,84033,Malattie del sistema osteomuscolare e del tessuto connettivo,1,1
2009-2017,84033,Artrite reumatoide e osteoartrite,0,1
2009-2017,84033,Malattie del sistema genitourinario,20,8
2009-2017,84033,Malattie del rene e dell'uretere,19,8
2009-2017,84033,Alcune condizioni che hanno origine nel periodo perinatale,2,0
2009-2017,84033,Malformazioni congenite e anormalità cromosomiche,4,4
2009-2017,84033,Malformazioni congenite del sistema nervoso,0,1
2009-2017,84033,Malformazioni congenite del sistema circolatorio,1,1
2009-2017,84033,"Sintomi, segni, risultati anomali e cause mal definite",13,5
2009-2017,84033,Cause esterne di traumatismo e avvelenamento,24,16
2009-2017,84033,Accidenti,17,14
2009-2017,84033,Accidenti di trasporto,7,2
2009-2017,84033,Cadute accidentali,8,9
2009-2017,84033,Suicidio e autolesione intenzionale,4,2
2009-2017,84033,"Omicidio, aggressione",1,0
2009-2017,84033,Eventi di intento indeterminato,2,0
2009-2017,84034,Malattie infettive e parassitarie,0,2
2009-2017,84034,Tumore,109,86
2009-2017,84034,Tumori maligni,109,85
2009-2017,84034,"Tumori maligni delle labbra, cavità orale e faringe",3,2
2009-2017,84034,Tumori maligni dell'esofago,1,1
2009-2017,84034,Tumori maligni dello stomaco,2,0
2009-2017,84034,Tumori maligni del colon,12,20
2009-2017,84034,Tumori maligni del retto e dell'ano,0,1
2009-2017,84034,Tumori maligni del fegato e dei dotti biliari intraepatici,6,8
2009-2017,84034,Tumori maligni del pancreas,8,3
2009-2017,84034,Tumori maligni della laringe e della trachea/bronchi/polm.,24,10
2009-2017,84034,Tumori maligni della cute,0,2
2009-2017,84034,Tumori maligni del seno,0,9
2009-2017,84034,Tumori maligni di altre parti dell'utero,0,4
2009-2017,84034,Tumori maligni dell'ovaio,0,10
2009-2017,84034,Tumori maligni della prostata,19,0
2009-2017,84034,Tumori maligni della vescica,6,2
2009-2017,84034,Tumori maligni del tessuto linfatico/ematopoietico,12,6
2009-2017,84034,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,2,1
2009-2017,84034,"Malattie endocrine, nutrizionali e metaboliche",20,22
2009-2017,84034,Diabete mellito,20,21
2009-2017,84034,Disturbi psichici e comportamentali,7,15
2009-2017,84034,Malattie del sistema nervoso e degli organi di senso,14,26
2009-2017,84034,Malattie del sistema circolatorio,187,226
2009-2017,84034,Malattie ischemiche del cuore,95,111
2009-2017,84034,Altre malattie del cuore,23,19
2009-2017,84034,Malattie cerebrovascolari,38,53
2009-2017,84034,Malattie del sistema respiratorio,17,10
2009-2017,84034,Polmonite,1,2
2009-2017,84034,Malattie croniche delle basse vie respiratorie,10,5
2009-2017,84034,Asma,1,0
2009-2017,84034,Malattie dell'apparato digerente,10,11
2009-2017,84034,Malattie epatiche croniche,7,6
2009-2017,84034,Malattie del sistema osteomuscolare e del tessuto connettivo,1,1
2009-2017,84034,Artrite reumatoide e osteoartrite,0,1
2009-2017,84034,Malattie del sistema genitourinario,7,6
2009-2017,84034,Malattie del rene e dell'uretere,7,6
2009-2017,84034,Alcune condizioni che hanno origine nel periodo perinatale,1,1
2009-2017,84034,Malformazioni congenite e anormalità cromosomiche,2,2
2009-2017,84034,Malformazioni congenite del sistema nervoso,1,0
2009-2017,84034,Malformazioni congenite del sistema circolatorio,0,1
2009-2017,84034,"Sintomi, segni, risultati anomali e cause mal definite",1,4
2009-2017,84034,Sindrome della morte improvvisa nell'infanzia,0,1
2009-2017,84034,Cause esterne di traumatismo e avvelenamento,12,6
2009-2017,84034,Accidenti,10,5
2009-2017,84034,Accidenti di trasporto,0,1
2009-2017,84034,Cadute accidentali,6,4
2009-2017,84034,Suicidio e autolesione intenzionale,2,1
2009-2017,84035,Malattie infettive e parassitarie,0,1
2009-2017,84035,Tumore,55,37
2009-2017,84035,Tumori maligni,55,35
2009-2017,84035,Tumori maligni dell'esofago,3,0
2009-2017,84035,Tumori maligni dello stomaco,2,3
2009-2017,84035,Tumori maligni del colon,4,7
2009-2017,84035,Tumori maligni del retto e dell'ano,2,0
2009-2017,84035,Tumori maligni del fegato e dei dotti biliari intraepatici,5,1
2009-2017,84035,Tumori maligni del pancreas,2,2
2009-2017,84035,Tumori maligni della laringe e della trachea/bronchi/polm.,9,5
2009-2017,84035,Tumori maligni della cute,1,1
2009-2017,84035,Tumori maligni del seno,0,6
2009-2017,84035,Tumori maligni dell'ovaio,0,1
2009-2017,84035,Tumori maligni della prostata,2,0
2009-2017,84035,Tumori maligni del rene,1,0
2009-2017,84035,Tumori maligni della vescica,3,1
